;Johnny Cash;Willie Nelson;Dolly Parton;Hank Williams;Faith Hill;Dixie Chicks;Garth Brooks;Kenny Rogers;Tim McGraw;Hank Snow;Brooks and Dunn;Lee Hazlewood;Kenny Chesney;Jim Reeves;Roger Miller;Kris Kristofferson;Bob Dylan;Joni Mitchell;Leonard Cohen;Joan Baez;Townes van Zandt;Pete Seeger;Suzanne Vega;Tracy Chapman;Tim Buckley;Steeleye Span;Woody Guthrie;Donovan;Cat Stevens;John Denver;Don McLean;Crosby Stills & Nash;Miles Davis;Dave Brubeck;Billie Holiday;Duke Ellington;Django Reinhardt;Glenn Miller;Ella Fitzgerald;Louis Armstrong;Nat King Cole;Herbie Hancock;Nina Simone;John Coltrane;Charlie Parker;Count Basie;Thelonious Monk;Cannonball Adderley;John Lee Hooker;Muddy Waters;Taj Mahal;John Mayall;Big Bill Broonzy;BB King;Howlin' Wolf;Willie Dixon;Blind Lemon Jefferson;Blind Willie McTell;Mississippi John Hurt;T-Bone Walker;Etta James;Lightnin' Hopkins;Otis Rush;Albert King;James Brown;Marvin Gaye;Otis Redding;Solomon Burke;Sam Cooke;Aretha Franklin;Al Green;The Temptations;The Drifters;Fats Domino;The Supremes;Isaac Hayes;Alicia Keys;Erykah Badu;India Arie;Jill Scott;Iron Maiden;Megadeth;Slayer;Sepultura;Black Sabbath;Anthrax;Alice Cooper;Deep Purple;Def Leppard;AC/DC;Judas Priest;Kiss;Metallica;Pantera;Queensryche;Skid Row;Nirvana;Beck;Smashing Pumpkins;Radiohead;Belle and Sebastian;Alice in Chains;Echo and the Bunnymen;Sonic Youth;Weezer;Pearl Jam;Foo Fighters;Hole;Bush;The Smiths;Depeche Mode;Jane's Addiction;Patti Smith;Sex Pistols;Sid Vicious;Ramones;Bad Religion;The Clash;NoFX;Dead Kennedys;Buzzcocks;Green Day;Blink 182;Sum 41;The Misfits;Rancid;Screeching Weasel;Pennywise;Eminem;Dr. Dre;Public Enemy;Missy Elliot;Cypress Hill;50 Cent;Run DMC;Grandmaster Flash;2Pac;Snoop Dogg;Jay-Z;Busta Rhymes;LL Cool J;DMX;Ice Cube;Mystikal;Aphex Twin;Daft Punk;Kraftwerk;Chemical Brothers;Fatboy Slim;Basement Jaxx;Carl Cox;Moloko;Paul Oakenfold;Prodigy;Armand van Helden;Moby;Massive Attack;Mouse on Mars;Jimi Tenor;Underworld;Bob Marley;Jimmy Cliff;Peter Tosh;Ziggy Marley;Sean Paul;Alpha Blondy;Shaggy;Maxi Priest;Shabba Ranks;UB40;Inner Circle;Desmond Dekker;Capleton;Bounty Killer;Eddy Grant;Black Uhuru;The Rolling Stones;The Animals;The Faces;The Kinks;The Who;Elvis Presley;Chuck Berry;Little Richard;Jerry Lee Lewis;Buddy Holly;Bo Diddley;Bill Haley;Chubby Checker;The Yardbirds;Carl Perkins;Gene Vincent;Madonna;Britney Spears;N'Sync;Justin Timberlake;ABBA;Michael Jackson;Janet Jackson;Prince;Spice Girls;Christina Aguilera;Robbie Williams;Nelly Furtado;Avril Lavigne;Jennifer Lopez;O-Town;Shakira;Wolfgang Amadeus Mozart;Ludwig van Beethoven;Johann Sebastian Bach;Joseph Haydn;Johannes Brahms;Frederic Chopin;Antonin Dvorak;Gustav Mahler;Franz Schubert;Antonio Vivaldi;Richard Wagner;Herbert von Karajan;Yehudi Menuhin;Georg Friedrich Haendel;Tchaikovsky;Giuseppe Verdi
Peter Tosh;0,003074;0,002713;0,002047;0,002048;0,000152;0,000161;0,00099;0,000678;0;0,000847;0;0,00495;0,00018;0,000229;0,001584;0,004074;0,004525;0,005174;0,006885;0,004709;0,005246;0,006228;0,004753;0,008151;0,006695;0,000662;0,005474;0,00422;0,006093;0,004327;0,007195;0;0;0;0,000298;0,000163;0;0;0,000614;0,000484;0,00015;0,000079;0,004285;0;0;0;0;0;0,000086;0,000256;0,000859;0,000306;0;0;0,000087;0,00102;0;0,000081;0,000077;0,000255;0,004104;0,000085;0,000081;0,000432;0,005848;0,008306;0,007992;0,007669;0,008284;0,00749;0,009839;0,007289;0,004743;0,000264;0,006093;0,007956;0,007587;0,007485;0,01709;0,006854;0;0;0;0;0,000401;0;0,000385;0,000818;0,000064;0,000341;0,000081;0,00046;0;0;0;0;0;0,002948;0;0,000171;0,000339;0;0;0;0;0;0;0;0;0,000047;0;0;0,003912;0,001386;0,002214;0,001282;0,001479;0,039526;0,016596;0,00176;0,000464;0,000057;0;0;0;0,032906;0,002601;0,001874;0,000071;0;0,002163;0;0,000067;0,000064;0,038201;0;0,000061;0;0,000067;0,000064;0,000199;0;0;0,018907;0,000502;0,00041;0,000297;0;0,000412;0,000184;0,00018;0,003007;0,002047;0;0;0,008022;0,008444;0,001295;0,000543;0,000615;0,971656;0,968065;1;0,94045;0,537781;0,919675;0,750317;0,804171;0,662157;0,855092;0,94269;0,672747;0,740208;0,548277;0,767821;0,951937;0,000529;0,000258;0,004092;0,000231;0,000749;0,000466;0,00012;0,00081;0,000158;0,000681;0,001608;0;0,00027;0,000061;0;0;0,000145;0,000078;0;0,000637;0,003322;0,002126;0,002491;0,003316;0;0,002362;0,000358;0,001847;0,000246;0,000188;0,001011;0,00146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ziggy Marley;0,011159;0,006549;0,003568;0,003896;0,002193;0,002981;0,000185;0,000349;0,000184;0;0;0,010088;0,001298;0,000078;0,005549;0,006295;0,017901;0,013447;0,014848;0,015046;0,011251;0,015647;0,008385;0,009954;0,015519;0,015066;0,01524;0,015121;0,016035;0,009979;0,013982;0,010885;0,000263;0,000087;0;0;0,000153;0;0;0;0;0,003082;0,00014;0;0,000083;0,000159;0;0;0,000532;0;0,005927;0,001418;0,002425;0;0,000179;0;0,002322;0,002658;0,004948;0,000175;0,000384;0,000704;0,0005;0,000445;0,007706;0,002852;0,000571;0,000869;0,000249;0,00053;0,002967;0,003238;0,000274;0,000869;0,000308;0,005657;0,000119;0,001365;0;0,000899;0,002262;0,000926;0,000348;0,00032;0,004274;0,000675;0,007271;0,007227;0,008149;0,007999;0,001174;0,007037;0,003823;0,000931;0,005714;0,004539;0,007783;0,009299;0,00823;0,008355;0,003001;0,006161;0;0,005369;0,012245;0,008984;0,014664;0,006899;0,010591;0,004222;0,002299;0,011375;0,010176;0,003014;0,001064;0,004255;0,003186;0,041803;0,003758;0,001419;0,00303;0,009392;0,004582;0,006636;0;0,01188;0,001116;0,002788;0,00044;0,000118;0,000135;0,003563;0,000969;0,000265;0,039353;0,000612;0,000125;0,000304;0,000137;0;0;0,000133;0,000167;0,01935;0,000115;0,000564;0,000153;0;0,00099;0,000505;0;0,000182;0,000128;0,000286;0,000072;0,00145;0,000435;0,000267;0,001119;0,000422;0,958559;0,956336;0,94045;1;0,563733;0,901741;0,784012;0,83032;0,71734;0,860195;0,95293;0,624204;0,765405;0,582758;0,794523;0,909137;0,010756;0,007713;0;0,008813;0,00954;0,006726;0,005172;0,004559;0,00249;0,005409;0,004065;0,004277;0,001889;0,006985;0,001287;0,001566;0,000898;0,000647;0;0,000146;0,000622;0,003926;0,000583;0,011385;0,000305;0,000885;0,00531;0,004683;0,009424;0,000129;0,001842;0,004513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sean Paul;0,002909;0,00055;0,00514;0,000224;0,024607;0,011524;0,003768;0,003668;0,004063;0,00018;0;0,008592;0,005303;0,006435;0,003374;0,001394;0,004539;0,002379;0,004978;0,001211;0,000266;0,000485;0,024036;0,014444;0,004268;0,000939;0,000157;0,004601;0,008179;0,004171;0,008627;0,037497;0,000181;0;0,000317;0;0,000105;0;0,000871;0,001203;0,002029;0,000447;0,005311;0;0;0;0;0;0,000549;0,000425;0,00451;0,00114;0;0;0,000432;0,000181;0,000171;0,000172;0;0,000363;0,018384;0;0,000344;0,004782;0,029781;0,046047;0,028586;0,03451;0,044126;0,031689;0,04281;0,04134;0,026891;0,009688;0,0262;0,03648;0,1613;0,116542;0,011498;0,077751;0,001558;0,000638;0,00024;0,000221;0,002945;0,000465;0,005146;0,005021;0,006565;0,005657;0,000809;0,004895;0,002714;0,000687;0,003937;0,003127;0,007454;0,018349;0,010101;0,012527;0,011443;0,005585;0;0,007398;0,01506;0,007864;0,013034;0,007795;0,010246;0,010049;0,012868;0,010949;0,012114;0,007813;0,006077;0,00834;0,00773;0,03209;0,007007;0,006734;0,008406;0,014641;0,006655;0,009968;0,004178;0,011626;0,009229;0,007141;0,383758;0,36737;0,387303;0,208656;0,398705;0,385296;0,322659;0,362252;0,361007;0,376819;0,414073;0,39985;0,434253;0,373376;0,345422;0,390667;0,006488;0,041176;0,008525;0,005364;0,044902;0,058954;0,020397;0,032391;0,033895;0,182105;0,041063;0,028918;0,008491;0,002697;0,009509;0,030562;0,56611;0,552842;0,537781;0,563733;1;0,530315;0,906389;0,573222;0,860751;0,543024;0,636659;0,351729;0,826719;0,863488;0,525483;0,522262;0,008584;0,009941;0;0,014401;0,007395;0,010446;0,004243;0,006503;0,002051;0,009696;0,011463;0,003094;0,008458;0,006532;0,001034;0,001716;0,083669;0,086709;0,049096;0,254451;0,053926;0,092341;0,190654;0,061926;0,075767;0,133153;0,060464;0,094685;0,043078;0,183175;0,061315;0,052707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alpha Blondy;0,00029;0,000077;0,000312;0,000078;0;0;0;0,000168;0;0;0;0;0,000179;0,001057;0;0;0,000359;0,000058;0,000128;0,000744;0,000053;0,002711;0,00106;0,000482;0,000061;0,000919;0,001833;0;0,00006;0;0,000162;0;0,001603;0,00025;0;0;0;0;0;0,00008;0;0,002342;0,000067;0;0;0;0,000162;0,000081;0;0;0,00017;0,000076;0;0;0;0;0;0;0;0,000084;0,000053;0;0;0;0,000135;0,000148;0;0;0,00008;0,000073;0,000079;0;0;0;0;0,00007;0;0,000131;0;0,000124;0,000155;0,000148;0,000084;0;0,000133;0,000162;0,000827;0,000232;0,002783;0,000675;0,000161;0,001693;0,000167;0;0,000458;0,002184;0;0,000061;0;0;0,000067;0;0,0022;0,000282;0;0;0;0;0;0,00434;0,003208;0,000215;0,000194;0,000076;0,000366;0,000353;0,001533;0,035918;0,000284;0,001972;0,00023;0,000056;0;0;0,001868;0,007283;0,000072;0,001032;0;0,000057;0,00273;0;0;0;0,037876;0,002225;0,000302;0;0,000066;0;0,001184;0;0,000054;0,018439;0;0;0,000441;0;0;0;0;0,000058;0;0;0;0,00014;0,00014;0,000086;0,000239;0;0,930964;0,90218;0,919675;0,901741;0,530315;1;0,739786;0,797006;0,642745;0,827657;0,896134;0,568947;0,706303;0,535387;0,764394;0,876416;0,000197;0,000128;0,121721;0,000057;0,000068;0,000308;0,000119;0;0;0,000048;0;0;0;0;0;0;0,002304;0,001478;0;0;0,002395;0,003924;0,001403;0,003166;0,000073;0,000142;0,000071;0;0;0;0;0,000672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Shaggy;0,003652;0,000829;0,017396;0,000281;0,081705;0,039107;0,011866;0,00604;0,009725;0,000302;0;0,025267;0,015643;0,014596;0,008754;0,002204;0,006613;0,005606;0,008199;0,002494;0,000382;0,000812;0,074489;0,038819;0,005524;0,001179;0,000264;0,011445;0,021451;0,011567;0,020352;0,12711;0,000152;0;0,000796;0;0,000132;0;0,002187;0,002588;0,004492;0,000281;0,013335;0;0;0;0;0;0,000766;0,000914;0,006045;0,001499;0;0;0,000775;0,000303;0,000287;0,000287;0;0,000759;0,026263;0;0,000432;0,005234;0,039935;0,064346;0,045055;0,048384;0,064645;0,047245;0,057098;0,057622;0,050049;0,009533;0,057006;0,049502;0,190899;0,10931;0,028871;0,080403;0,001956;0,001001;0,000301;0,000277;0,003697;0,000584;0,00669;0,006251;0,01046;0,007102;0,001016;0,006087;0,003607;0,001151;0,004942;0,004294;0,010772;0,018277;0,010401;0,010841;0,031027;0,007853;0;0,00532;0,020762;0,011657;0,014968;0,010443;0,01527;0,018551;0,016703;0,012733;0,009892;0,002607;0,000921;0,003681;0,002935;0,037599;0,002231;0,001227;0,004484;0,019955;0,006106;0,008841;0;0,008574;0,004957;0,00235;0,194004;0,18664;0,212785;0,129442;0,218327;0,199695;0,251908;0,210787;0,179703;0,200832;0,231018;0,216853;0,251341;0,182139;0,176396;0,20798;0,000298;0,016765;0,00218;0;0,019505;0,045011;0,006416;0,023065;0,013319;0,090239;0,018651;0,033171;0,002696;0,003386;0,002043;0,011146;0,790068;0,769219;0,750317;0,784012;0,906389;0,739786;1;0,803105;0,876477;0,782834;0,842049;0,487884;0,878338;0,836292;0,743324;0,71699;0,012661;0,014322;0;0,035335;0,009891;0,02392;0,006339;0,009998;0,002715;0,024261;0,014457;0,003946;0,017779;0,011869;0,00136;0,003263;0,188668;0,204371;0,166426;0,323811;0,149991;0,206851;0,258836;0,140832;0,197107;0,239947;0,185315;0,204964;0,126575;0,25469;0,196089;0,134763;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Maxi Priest;0,0007;0,000074;0,019651;0,000226;0,082683;0,039208;0,0142;0,002674;0,006845;0,000162;0;0,024445;0,016274;0,011295;0,007577;0,00007;0,00202;0,004949;0,005108;0,001763;0,000256;0,000799;0,082058;0,02974;0,000178;0,007849;0,000071;0,013162;0,021236;0,009945;0,016736;0,131384;0;0;0,000712;0,000311;0,000071;0,00116;0,000734;0,001466;0,004318;0;0,000716;0;0;0,000074;0;0;0,000165;0,000082;0,003203;0,006143;0;0;0;0;0,000077;0;0,000074;0;0,012693;0,000082;0,000155;0,00347;0,020684;0,039079;0,01771;0,020245;0,038079;0,022546;0,030682;0,035946;0,037717;0,010434;0,037764;0,025523;0,158928;0,058349;0,005733;0,055489;0,00345;0,001862;0,000646;0;0,004032;0,001254;0,006996;0,00397;0,028617;0,005864;0,003193;0,013067;0,002366;0,001235;0,003537;0,018173;0,014453;0,010337;0,011343;0,011692;0,032397;0,009032;0,016982;0,004441;0,013132;0,012991;0,003744;0,01185;0,02389;0,056484;0,043754;0,012011;0,001918;0,010235;0,011013;0,002725;0,001157;0,054729;0,000684;0,002342;0,01466;0,013081;0,003219;0,003081;0,014415;0,007728;0,0038;0;0,027793;0,013996;0,01768;0,006616;0,015418;0,02817;0,051155;0,030049;0,016176;0,019238;0,027368;0,018868;0,060304;0,01419;0,014357;0,034865;0,001439;0,018453;0,00546;0,000434;0,022445;0,04802;0,008091;0,028875;0,01489;0,007507;0,018224;0,038365;0,008077;0,004873;0,003232;0,016736;0,845175;0,817426;0,804171;0,83032;0,573222;0,797006;0,803105;1;0,619385;0,864243;0,84183;0,515475;0,6679;0,518217;0,819015;0,756638;0,016435;0,02167;0,019571;0,043568;0,014134;0,019579;0,00303;0,005902;0,002814;0,022228;0,006571;0,001191;0,017021;0,011292;0,001128;0,003767;0,208139;0,20796;0,165405;0,26819;0,167871;0,228408;0,259689;0,149462;0,227632;0,227978;0,191791;0,195747;0,117939;0,237368;0,203412;0,135922;0;0,001378;0;0;0,002814;0;0;0,002828;0,002447;0;0,001992;0;0;0;0,000889;0,001948
Shabba Ranks;0,000226;0,000239;0;0,000122;0;0;0,00125;0,002485;0,001933;0,000131;0;0,00108;0,000417;0,002175;0,001284;0,000786;0,000186;0,000045;0,000596;0;0,000083;0,000352;0;0,002375;0,000526;0;0,000114;0,000189;0,000372;0,000698;0,000757;0;0,000328;0,000065;0,000172;0;0;0;0,000474;0,000747;0,001045;0,000061;0,002887;0;0;0;0;0;0,000133;0,000264;0,000596;0,000118;0;0;0,000201;0,000131;0,000124;0,000124;0;0,000131;0,003085;0;0;0,000333;0,004461;0,006121;0,006473;0,006392;0,006579;0,005667;0,006174;0,005264;0,004154;0,000447;0,00461;0,005651;0,010414;0,016357;0,006251;0,007021;0;0;0;0;0;0;0,000099;0;0;0;0;0;0;0;0;0;0;0,001801;0;0,000088;0;0;0;0;0,000092;0,00011;0;0;0;0,000144;0,000086;0,000084;0;0;0;0;0;0,027362;0;0;0;0,000088;0,000093;0;0;0,005669;0,000502;0;0,062931;0,06656;0,079672;0,104097;0,077748;0,067739;0,082549;0,080988;0,063145;0,068963;0,079577;0,07766;0,079336;0,064947;0,062228;0,080947;0;0;0;0;0,000477;0,000426;0;0;0,000431;0,024121;0,000483;0;0,00076;0,000333;0,000186;0;0,689479;0,692633;0,662157;0,71734;0,860751;0,642745;0,876477;0,619385;1;0,642439;0,757848;0,45049;0,981351;0,957943;0,59676;0,666618;0;0,000149;0;0;0;0,00068;0,000185;0,000914;0,000243;0,0003;0,001241;0,000107;0,000874;0;0,000107;0,000107;0;0;0;0,022223;0;0,001923;0,006335;0,003127;0,000514;0,004032;0,002597;0,003728;0;0,007651;0,00024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UB40;0,014505;0,001306;0,022776;0,000078;0,072624;0,033849;0,007578;0,009067;0,005584;0,000084;0;0,023192;0,02016;0,009285;0,006672;0,00173;0,025111;0,011187;0,01798;0,008792;0,000477;0,003537;0,100199;0,032362;0,010689;0,028788;0,000293;0,03121;0,042386;0,015998;0,046667;0,109936;0,000337;0;0;0;0,000294;0;0;0,00024;0,002162;0;0,000135;0;0;0;0;0;0,001875;0,000339;0,007743;0,029093;0;0;0,00069;0,000084;0,00008;0,00008;0;0,000675;0,001954;0;0,002484;0,000685;0,00593;0,011641;0,002901;0,001444;0,009404;0,006331;0,005945;0,010271;0,018798;0,002611;0,024563;0,004814;0,048321;0,0021;0,005939;0,000247;0,018415;0,006604;0,003345;0,000616;0,031429;0,006494;0,053534;0,046054;0,127122;0,049543;0,017348;0,079466;0,014152;0,00192;0,025648;0,08097;0,01692;0,019715;0,017008;0,039959;0,035308;0,013021;0,070373;0,019577;0,031862;0,019338;0,030116;0,015926;0,040031;0,185702;0,129738;0,029767;0,026603;0,042032;0,038761;0,02498;0,008327;0,125292;0,030198;0,012737;0,05124;0,028006;0,010304;0,015448;0,059734;0,051531;0,009736;0,006532;0,015808;0,000455;0,019031;0;0,00213;0,011278;0,037854;0,071156;0,001869;0,004267;0,005948;0,002747;0,043798;0,001605;0,003329;0,020025;0,003258;0,004067;0,016235;0;0,013802;0,034623;0,003091;0,023078;0,006883;0,002753;0,002963;0,031378;0,011993;0,003337;0,000598;0,0149;0,89995;0,885441;0,855092;0,860195;0,543024;0,827657;0,782834;0,864243;0,642439;1;0,901707;0,658326;0,692622;0,535079;0,924826;0,80057;0,085721;0,080333;0,081101;0,107798;0,081848;0,043185;0,022685;0,013403;0,011662;0,031843;0,007821;0,012204;0,016351;0,053813;0,0044;0,006162;0,222466;0,164983;0,143939;0,149261;0,207245;0,275556;0,159255;0,204304;0,197557;0,150787;0,209616;0,149224;0,120476;0,13113;0,169355;0,117404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Inner Circle;0,00401;0,000481;0,003824;0,000081;0,016975;0,007062;0,003813;0,000963;0,001757;0;0;0,005005;0,00428;0,001654;0,000983;0,000602;0,006112;0,002431;0,005254;0,001481;0,000277;0,000079;0,015475;0,006919;0,004998;0,001984;0;0,004109;0,00792;0,003137;0,010536;0,021843;0,000176;0;0;0;0,000153;0;0;0,000083;0,000311;0;0,00007;0;0;0;0;0;0,000533;0;0,002752;0,001739;0;0;0,00018;0;0;0;0;0,000352;0,000661;0;0,000585;0,000357;0,001476;0,002166;0,000491;0,000476;0,001912;0,001139;0,002233;0,002488;0,003856;0,000872;0,005063;0,001092;0,009578;0,000616;0;0;0,002432;0,001316;0,000436;0,000321;0,004842;0,000847;0,008754;0,008339;0,012067;0,009294;0,001431;0,009301;0,004359;0,001335;0,006211;0,007258;0,012495;0,008696;0,011936;0,009565;0,006932;0,00911;0,002294;0,006415;0,015236;0,013227;0,015671;0,010522;0,016478;0,011265;0,008649;0,01477;0,011121;0,004376;0,003738;0,005962;0,003475;0,048838;0,029282;0,001819;0,004081;0,012015;0,005405;0,007192;0,001947;0,051779;0,005974;0,004088;0,003681;0,00089;0,000949;0;0,001805;0,002526;0,039487;0,002388;0,001824;0,001402;0,001792;0,0008;0,003567;0,000402;0,001232;0,019864;0,000173;0,005091;0,001303;0;0,005816;0,009821;0,00186;0,005241;0,003269;0,000646;0,0046;0,00771;0,000582;0,00125;0,000749;0,003674;0,972653;0,969715;0,94269;0,95293;0,636659;0,896134;0,842049;0,84183;0,757848;0,901707;1;0,720372;0,804423;0,67012;0,812403;0,881194;0,012296;0,008873;0,00423;0,013742;0,010699;0,01007;0,005561;0,004832;0,002498;0,008744;0,003853;0,004291;0,003957;0,008073;0,001291;0,001857;0,038289;0,039091;0,0286;0,032544;0,032649;0,040002;0,030954;0,028178;0,04221;0,032849;0,036776;0,030618;0,029791;0,02977;0,039704;0,028784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Desmond Dekker;0,004753;0,003154;0,002525;0,002034;0,000892;0,000189;0,001478;0,005037;0,00105;0,000729;0;0,012502;0,000845;0,006616;0,008181;0,003756;0,009865;0,005474;0,007803;0,015057;0,00423;0,003803;0,004137;0,013852;0,011252;0,000621;0,003009;0,021148;0,007174;0,004446;0,007121;0,008266;0,000067;0,000394;0,001805;0,000637;0,000174;0,001897;0,003;0,004482;0,005533;0,000246;0,013357;0;0;0,000121;0;0;0,001413;0,000802;0,003426;0,00329;0;0;0,000408;0,001264;0,000189;0,000126;0,000182;0,000999;0,014927;0,000201;0,000569;0,001487;0,019472;0,026168;0,036832;0,025499;0,033914;0,026426;0,026097;0,028878;0,04173;0,007463;0,036542;0,02319;0,019392;0,020986;0,025347;0,019694;0,000859;0,000352;0,000132;0,000122;0,001623;0,000256;0,002811;0,003293;0,003094;0,003038;0,000446;0,002672;0,001452;0,000354;0,00217;0,001723;0,002955;0,004756;0,003125;0,003217;0,000742;0,002339;0;0,002039;0,004696;0,003467;0,005568;0,00262;0,004022;0,001712;0,000917;0,004277;0,006351;0,001144;0,000404;0,001616;0,00121;0,046686;0,10723;0,000539;0,001151;0,003611;0,001787;0,00252;0;0,172161;0,017294;0,00646;0,000279;0,000045;0,000051;0;0,000368;0,000352;0,024507;0;0,000238;0,000092;0,000261;0,000202;0,000623;0,000051;0,000042;0,0129;0,000044;0,000161;0,000058;0;0,000322;0,000144;0;0,000046;0,000049;0,000109;0;0,000495;0,000275;0,00027;0,000094;0,00016;0,684734;0,772827;0,672747;0,624204;0,351729;0,568947;0,487884;0,515475;0,45049;0,658326;0,720372;1;0,480458;0,359385;0,492719;0,585151;0,014218;0,024289;0;0,023244;0,014384;0,011838;0,007295;0,011898;0,008015;0,009813;0,007604;0,003627;0,026451;0,021314;0,003365;0,005405;0,000455;0,000307;0;0,003432;0,001228;0,006938;0,007573;0,011576;0,000116;0,007224;0,003752;0,002056;0,003771;0,000638;0,006874;0,002856;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Capleton;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000434;0,000883;0;0,000156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,029368;0;0;0;0;0;0;0;0,006121;0,00006;0;0,004273;0,004638;0,005462;0,002882;0,005596;0,004447;0,038199;0,0055;0,004359;0,004915;0,005558;0,005372;0,00553;0,004373;0,00438;0,020094;0;0;0;0;0,000057;0,000051;0;0;0,000052;0,002315;0,000058;0;0,000176;0,000144;0;0;0,752015;0,753041;0,740208;0,765405;0,826719;0,706303;0,878338;0,6679;0,981351;0,692622;0,804423;0,480458;1;0,943791;0,64249;0,729417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001474;0;0;0,000283;0,000051;0,000062;0,000179;0;0,000237;0;0,000627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bounty Killer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005602;0,011543;0;0,002009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,022638;0;0;0;0;0;0;0;0,004737;0,000776;0;0,071516;0,073043;0,081171;0,037174;0,083635;0,072176;0,106757;0,07854;0,070243;0,075895;0,083823;0,081463;0,083255;0,071324;0,068977;0,085572;0;0;0;0;0,000737;0,000659;0;0;0,000667;0,03674;0,000747;0;0,000756;0;0;0;0,575336;0,562916;0,548277;0,582758;0,863488;0,535387;0,836292;0,518217;0,957943;0,535079;0,67012;0,359385;0,943791;1;0,499268;0,536185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,019337;0;0;0,003781;0,00066;0,000795;0,002308;0;0,003054;0;0,008238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Eddy Grant;0,008961;0,004038;0,02841;0,002808;0,074886;0,036867;0,014469;0,023997;0,01553;0,001547;0;0,033528;0,022949;0,024433;0,015925;0,008375;0,012459;0,011981;0,018755;0,006735;0,005283;0,009021;0,12035;0,03714;0,008893;0,004596;0,004123;0,01805;0,028335;0,018587;0,035511;0,125507;0;0;0,00068;0,000446;0,000068;0,001108;0,000631;0,003612;0,009486;0,003885;0,000808;0;0;0,000071;0;0;0,001257;0,001015;0,005728;0,009012;0;0;0,000874;0,001709;0,000809;0,000811;0,000142;0,000078;0,001997;0,000156;0,000443;0;0,007891;0,014837;0,005712;0,003083;0,015506;0,007984;0,006286;0,010754;0,027802;0,004575;0,028053;0,006433;0,054399;0,001755;0;0,00074;0,008669;0,006569;0,003701;0;0,010271;0,007186;0,041038;0,014476;0,1308;0,033609;0,0093;0,078377;0,007809;0;0,020271;0,097306;0,000138;0,021882;0;0,025625;0,029648;0,000072;0,097336;0,013117;0,008798;0,000849;0,001691;0,001591;0,00408;0,223831;0,224481;0,010089;0,009652;0,00626;0,005934;0,016918;0,002949;0,082366;0;0,013493;0,024119;0,010986;0,001922;0,002943;0,082621;0,006711;0,004819;0;0,018415;0,000629;0,025873;0;0;0,014924;0,034905;0,10457;0,00139;0,005228;0,007435;0,004241;0,058456;0,00148;0,003614;0,018465;0,052097;0,135643;0,088943;0,062153;0,138429;0,173352;0,072142;0,115504;0,103192;0,064986;0,111252;0,113675;0,040314;0,005444;0,062086;0,11466;0,807615;0,78258;0,767821;0,794523;0,525483;0,764394;0,743324;0,819015;0,59676;0,924826;0,812403;0,492719;0,64249;0,499268;1;0,72294;0,024033;0,025065;0,014957;0,042887;0,017608;0,02841;0,007592;0,007802;0,006337;0,024521;0,001536;0,002971;0,019314;0,014327;0,002282;0,004735;0,340852;0,239595;0,158007;0,240098;0,268301;0,383411;0,239436;0,252792;0,21664;0,198227;0,194856;0,174401;0,112574;0,196307;0,181597;0,152666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
